IncidentId,OrgId,IncidentGrade,nb_alerts,nb_evidences,top_alert_title,top_category,top_detector,mitre_techniques,first_seen,last_seen,sample_ip,sample_sha256,sample_device_id,sample_device,sample_account,os_family,max_suspicion,country,last_verdict,threat_family,os_version_sample,antispam_direction,action_grouped,top_action_granular,nb_categories,nb_detectors,nb_entity_types,nb_unique_ips,nb_unique_devices,nb_unique_accounts,has_ip,has_account,has_device,has_file,has_email,has_impacted_entity,nb_impacted_entities,has_registry_activity,has_oauth_app,has_url,has_cloud_resource,nb_action_types,incident_duration_minutes,hour_of_day,day_of_week,is_weekend,is_business_hours,is_after_midnight,alerts_per_min,nb_multi_entity_score,multi_entity,nb_mitre_techniques,max_suspicion_num,os_eol,is_outbound_spam
149071,97,TruePositive,10,14,1,InitialAccess,1,T1566.002,2024-06-09 02:48:19+00:00,2024-06-09 02:48:19+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,2,6,1,0,1,10.0,1,0,1,0.0,0,0
149089,11,FalsePositive,4,4,0,InitialAccess,0,T1078;T1078.004,2024-06-12 07:57:36+00:00,2024-06-12 07:57:36+00:00,360606,138268,98799,153085,117493,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,7,2,0,0,0,4.0,0,0,1,0.0,0,0
149111,154,TruePositive,12,14,6,InitialAccess,7,,2024-06-07 22:30:45+00:00,2024-06-12 02:11:10+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,3,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,5980.416666666667,22,4,0,0,0,0.0020062136896220237,3,1,0,0.0,0,0
149117,2147,FalsePositive,13,14,6637,Malware,2343,T1189|T0863,2024-06-08 12:50:03+00:00,2024-06-12 16:43:29+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5993.433333333333,12,5,1,1,0,0.002168678718588913,0,0,2,0.0,0,0
149140,165,BenignPositive,9,10,2,CommandAndControl,2,,2024-06-13 17:27:31+00:00,2024-06-14 04:03:24+00:00,360606,138268,98799,153085,453297,0,Suspicious,242,Suspicious,,0,,,,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,0,0,635.8833333333333,17,3,0,1,0,0.01413131656766022,2,1,0,0.0,0,0
149159,846,FalsePositive,10,10,0,InitialAccess,0,T1078;T1078.004,2024-05-29 09:57:52+00:00,2024-06-09 19:24:58+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,9,2,0,1,0,0.0009919650828290843,0,0,1,0.0,0,0
149163,408,BenignPositive,13,13,522,InitialAccess,481,T1087;T1087.002,2024-06-05 08:50:53+00:00,2024-06-10 13:02:39+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,7451.766666666666,8,2,0,1,0,0.001744318664656973,1,0,1,0.0,0,0
149180,322,BenignPositive,12,13,2,CommandAndControl,2,,2024-06-04 04:05:43+00:00,2024-06-12 16:04:52+00:00,360606,138268,98799,153085,103658,5,Suspicious,242,Suspicious,,66,,,,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,4,1,0,0,1,0.0011903580993949012,1,0,0,0.0,0,0
149185,26,BenignPositive,8,9,2779,LateralMovement,1385,T1559;T1570,2024-06-05 11:55:02+00:00,2024-06-13 14:46:00+00:00,360606,93,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,11,2,0,1,0,0.0007935720662632675,2,1,1,0.0,0,0
149196,135,BenignPositive,4,4,24348,InitialAccess,4355,,2024-06-02 20:56:01+00:00,2024-06-02 20:56:01+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,20,6,1,0,0,4.0,0,0,0,0.0,0,0
149202,26,BenignPositive,12,13,71,SuspiciousActivity,44,,2024-06-04 21:55:56+00:00,2024-06-16 20:22:48+00:00,360606,49,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,21,1,0,0,0,0.0011903580993949012,3,1,0,0.0,0,0
149253,134,BenignPositive,13,13,1,InitialAccess,1,T1566.002,2024-06-09 04:11:21+00:00,2024-06-09 04:11:21+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,4,6,1,0,1,13.0,0,0,1,0.0,0,0
149288,134,BenignPositive,10,13,1,InitialAccess,1,T1566.002,2024-06-04 13:44:01+00:00,2024-06-13 02:28:54+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,13,1,0,1,0,0.0009919650828290843,0,0,1,0.0,0,0
149291,50,TruePositive,12,13,3,InitialAccess,4,T1078;T1078.004|T1110;T1110.003;T1110.001,2024-06-11 12:53:35+00:00,2024-06-11 17:10:19+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,256.73333333333335,12,1,0,1,0,0.04655975168132436,2,1,2,0.0,0,0
149306,134,BenignPositive,10,13,1,InitialAccess,1,T1566.002,2024-06-16 00:10:04+00:00,2024-06-16 00:10:04+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0.0,0,6,1,0,1,10.0,1,0,1,0.0,0,0
149331,32,BenignPositive,12,13,161,Execution,190,T1569.002|T1055;T1105|T1007;T1016;T1018;T1049;T1082;T1087;T1135,2024-06-05 08:56:10+00:00,2024-06-05 18:59:10+00:00,360606,4002,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,603.0,8,2,0,1,0,0.019867549668874173,1,0,3,0.0,0,0
149352,171,BenignPositive,10,13,17944,Exfiltration,202,,2024-06-05 17:20:28+00:00,2024-06-05 17:20:28+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,0,0,0.0,17,2,0,1,0,10.0,0,0,0,0.0,0,0
149366,171,BenignPositive,11,13,33242,Exfiltration,753,,2024-06-08 06:47:14+00:00,2024-06-08 06:47:14+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0.0,6,5,1,0,0,11.0,0,0,0,0.0,0,0
149370,156,BenignPositive,11,13,1,InitialAccess,1,T1566.002,2024-06-03 13:57:32+00:00,2024-06-05 23:07:24+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,3429.866666666667,13,0,0,1,0,0.003206186969278899,0,0,1,0.0,0,0
149406,156,BenignPositive,11,13,1,InitialAccess,1,T1566.002,2024-06-04 17:38:25+00:00,2024-06-08 22:59:22+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,6080.95,17,1,0,1,0,0.0018086304556926645,0,0,1,0.0,0,0
149417,156,BenignPositive,12,13,1,InitialAccess,1,T1566.002,2024-06-04 13:02:03+00:00,2024-06-10 16:39:42+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,2,2,3,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,8857.65,13,1,0,1,0,0.001354608207796899,2,1,1,0.0,0,0
149420,156,BenignPositive,10,13,1,InitialAccess,1,T1566.002,2024-06-04 20:03:02+00:00,2024-06-10 16:24:35+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,8421.55,20,1,0,0,0,0.0011872888851951013,0,0,1,0.0,0,0
149423,1377,FalsePositive,9,10,15,InitialAccess,19,T1110;T1110.003;T1110.001,2024-06-04 22:14:55+00:00,2024-06-11 20:36:02+00:00,90931,138268,98799,153085,453297,5,,0,,,66,,,,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,9981.116666666667,22,1,0,0,0,0.0009016123834791218,2,1,1,0.0,0,0
149432,61,BenignPositive,12,13,31,SuspiciousActivity,5,T1566.002,2024-06-05 17:55:43+00:00,2024-06-12 05:09:25+00:00,360606,138268,98799,153085,18053,5,,242,Malicious,,66,Inbound,,,2,2,3,2,1,1,1,1,1,1,1,1,2,1,1,1,0,0,9313.7,17,2,0,1,0,0.001288286257206351,1,0,1,0.0,0,0
149445,1216,FalsePositive,11,13,372,LateralMovement,365,T1210,2024-06-13 20:39:11+00:00,2024-06-13 20:39:11+00:00,360606,138268,98799,61375,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,20,3,0,0,0,11.0,0,0,1,0.0,0,0
149447,61,BenignPositive,3,3,31,SuspiciousActivity,5,,2024-06-06 17:38:06+00:00,2024-06-06 17:38:06+00:00,360606,138268,98799,153085,995,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,17,3,0,1,0,3.0,0,0,0,0.0,0,0
149472,376,FalsePositive,10,10,15,InitialAccess,19,,2024-06-03 18:00:34+00:00,2024-06-11 22:12:51+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,ContainAccount,change user password.,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,1,10080.0,18,0,0,1,0,0.0009919650828290843,1,0,0,0.0,0,0
149476,61,BenignPositive,12,12,31,SuspiciousActivity,5,,2024-06-04 04:06:50+00:00,2024-06-09 08:40:41+00:00,399,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,7473.85,4,1,0,0,1,0.0016053833856197782,2,1,0,0.0,0,0
149489,125,BenignPositive,13,13,91010,Exfiltration,1833,T1078;T1078.004,2024-06-05 11:05:47+00:00,2024-06-09 23:46:57+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,6521.166666666667,11,2,0,1,0,0.0019932026678251094,2,1,1,0.0,0,0
149494,125,BenignPositive,9,9,217,Execution,9,,2024-06-05 23:18:21+00:00,2024-06-09 12:45:25+00:00,360606,138268,98799,153085,56365,5,,242,,,66,,,,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,5127.066666666667,23,2,0,0,0,0.0017550473862794295,1,0,0,0.0,0,0
149519,125,BenignPositive,10,10,93587,Exfiltration,286,T1078;T1078.004,2024-06-09 18:57:41+00:00,2024-06-10 07:49:15+00:00,360606,138268,98799,153085,6362,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,771.5666666666667,18,6,1,1,0,0.012943866764464771,2,1,1,0.0,0,0
149532,61,FalsePositive,9,10,31,SuspiciousActivity,5,T1078;T1078.004,2024-06-09 20:54:26+00:00,2024-06-11 04:31:59+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1897.55,20,6,1,0,0,0.004740459824602986,0,0,1,0.0,0,0
149533,376,FalsePositive,12,13,0,InitialAccess,0,T1078;T1078.004,2024-06-09 10:15:49+00:00,2024-06-11 04:24:22+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,2528.55,10,6,1,1,0,0.004743926785396611,1,0,1,0.0,0,0
149553,125,BenignPositive,9,10,58868,Exfiltration,3012,T1078;T1078.004,2024-06-11 14:22:38+00:00,2024-06-13 08:07:10+00:00,360606,138268,98799,153085,31841,5,,242,,,66,,,,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,2504.5333333333333,14,1,0,1,0,0.003592049596892212,0,0,1,0.0,0,0
149554,61,BenignPositive,13,13,31,SuspiciousActivity,5,T1078;T1078.004,2024-06-11 16:16:29+00:00,2024-06-13 01:17:52+00:00,360606,138268,98799,153085,54,5,,242,,,66,,,,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,1981.3833333333334,16,1,0,1,0,0.006557762962091086,1,0,1,0.0,0,0
149571,125,BenignPositive,6,6,217,Execution,9,,2024-06-03 17:31:07+00:00,2024-06-13 14:28:30+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,17,0,0,1,0,0.0005951790496974506,0,0,0,0.0,0,0
149579,192,TruePositive,2,2,110,InitialAccess,130,,2024-06-03 18:03:07+00:00,2024-06-03 18:03:07+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,18,0,0,1,0,2.0,0,0,0,0.0,0,0
149597,218,FalsePositive,10,11,2,CommandAndControl,2,,2024-06-03 18:24:42+00:00,2024-06-06 17:13:29+00:00,360606,138268,98799,153085,322155,5,Suspicious,242,Suspicious,,66,,,,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,4248.783333333334,18,0,0,1,0,0.0023530611364500935,2,1,0,0.0,0,0
149607,218,BenignPositive,4,4,15,InitialAccess,19,,2024-06-04 13:19:50+00:00,2024-06-04 13:19:50+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,ContainAccount,change user password.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,13,1,0,1,0,4.0,0,0,0,0.0,0,0
149624,61,FalsePositive,7,7,31,SuspiciousActivity,5,,2024-06-07 23:26:36+00:00,2024-06-14 10:54:17+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,9327.683333333332,23,4,0,0,0,0.000750373846970187,0,0,0,0.0,0,0
149650,456,BenignPositive,10,10,8,InitialAccess,10,T1566.001|T1078,2024-06-04 12:27:40+00:00,2024-06-07 21:16:11+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,4848.516666666666,12,1,0,1,0,0.0020620611676077684,1,0,2,0.0,0,0
149658,456,BenignPositive,10,13,8,InitialAccess,10,T1566.001,2024-06-08 02:34:33+00:00,2024-06-10 23:44:21+00:00,360606,138268,98799,153085,36920,5,,242,Malicious,,66,Inbound,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4149.8,2,5,1,0,1,0.0024091741351064855,0,0,1,0.0,0,0
149711,392,TruePositive,11,13,11,InitialAccess,13,T1566|T1027;T1027.002;T1027.005;T1105;T1204.002,2024-06-06 09:10:09+00:00,2024-06-10 17:57:07+00:00,360606,121088,98799,153085,453297,5,Suspicious,242,Suspicious,,66,Inbound,,,2,2,3,1,2,2,1,1,1,1,1,1,2,1,1,1,0,0,6286.966666666666,9,3,0,1,0,0.0017493731412910375,2,1,2,0.0,0,0
149722,283,TruePositive,12,13,12,CredentialAccess,14,T1110;T1110.003;T1110.001,2024-06-05 22:47:44+00:00,2024-06-06 17:38:52+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,1131.1333333333334,22,2,0,0,0,0.01059945824991167,2,1,1,0.0,0,0
149750,215,BenignPositive,12,13,11,InitialAccess,13,T1566,2024-06-07 01:01:59+00:00,2024-06-10 10:23:08+00:00,360606,138268,98799,153085,249086,5,Suspicious,242,Suspicious,,66,Inbound,,,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,0,0,4881.15,1,4,0,0,1,0.0024579334924162513,2,1,1,0.0,0,0
149751,207,BenignPositive,11,13,4,SuspiciousActivity,3,,2024-06-07 08:45:29+00:00,2024-06-11 05:05:51+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5540.366666666667,8,4,0,1,0,0.001985069868444006,1,0,0,0.0,0,0
149760,86,BenignPositive,11,13,2,CommandAndControl,2,,2024-06-03 06:04:21+00:00,2024-06-03 17:12:59+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,0,0,668.6333333333333,6,0,0,0,0,0.016426900293693068,2,1,0,0.0,0,0
149782,1483,TruePositive,13,13,3,InitialAccess,4,,2024-06-03 06:23:01+00:00,2024-06-14 17:04:25+00:00,189691,138268,98799,153085,453297,5,Suspicious,0,Suspicious,,66,,,,3,3,2,1,1,3,1,1,1,1,1,1,3,1,1,1,0,0,10080.0,6,0,0,0,0,0.0012895546076778098,1,0,0,0.0,0,0
149789,397,BenignPositive,12,13,19,InitialAccess,28,T1566,2024-06-04 14:24:42+00:00,2024-06-15 12:07:27+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,NoThreatsFound,,66,Inbound,,,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,14,1,0,1,0,0.0011903580993949012,3,1,1,0.0,0,0
149800,1483,FalsePositive,12,13,0,InitialAccess,0,T1078;T1078.004|T1640,2024-06-06 21:51:46+00:00,2024-06-11 12:01:37+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,6609.85,21,3,0,0,0,0.0018151977431041394,2,1,2,0.0,0,0
149813,86,BenignPositive,10,13,2,CommandAndControl,2,T1059.001,2024-06-03 19:34:59+00:00,2024-06-09 21:46:11+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,3,3,4,2,2,2,1,1,1,1,1,1,2,1,1,1,0,0,8771.2,19,0,0,0,0,0.0011399648890814162,3,1,1,0.0,0,0
149819,86,BenignPositive,9,13,296,CredentialAccess,1233,T1003,2024-06-03 11:42:46+00:00,2024-06-07 11:12:08+00:00,360606,138268,98799,153085,24139,5,,242,,,66,,,,2,2,2,3,1,2,1,1,1,1,1,1,2,1,1,1,0,0,5729.366666666667,11,0,0,1,0,0.0015705801257627492,2,1,1,0.0,0,0
149820,121,TruePositive,3,3,66,SuspiciousActivity,5,,2024-06-07 11:33:00+00:00,2024-06-07 11:33:00+00:00,10199,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,11,4,0,1,0,3.0,0,0,0,0.0,0,0
149848,86,BenignPositive,13,13,2,CommandAndControl,2,,2024-06-08 15:17:35+00:00,2024-06-12 20:43:30+00:00,360606,138268,98799,153085,453297,0,Suspicious,242,Suspicious,,0,,,,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,6085.916666666667,15,5,1,1,0,0.0021357282696493844,1,0,0,0.0,0,0
149857,86,BenignPositive,9,10,2,CommandAndControl,2,,2024-06-13 18:36:10+00:00,2024-06-13 19:17:27+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,0,0,41.28333333333333,18,3,0,1,0,0.21284982262514782,2,1,0,0.0,0,0
149865,86,BenignPositive,12,13,4,SuspiciousActivity,3,T1078;T1078.004,2024-06-06 02:47:48+00:00,2024-06-14 15:18:53+00:00,190430,138268,98799,153085,453297,5,Suspicious,242,Suspicious,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,2,3,0,0,1,0.0011903580993949012,2,1,1,0.0,0,0
149878,622,BenignPositive,8,10,2,CommandAndControl,2,,2024-06-04 10:11:44+00:00,2024-06-04 12:53:08+00:00,360606,138268,98799,153085,3597,5,Suspicious,242,Suspicious,,66,,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,161.4,10,1,0,1,0,0.04926108374384236,1,0,0,0.0,0,0
149890,557,FalsePositive,11,13,0,InitialAccess,0,T1078;T1078.004|T1091,2024-06-09 18:31:21+00:00,2024-06-14 17:52:01+00:00,360606,138268,98799,153085,341743,5,,242,,,66,,,,2,2,2,3,2,2,1,1,1,1,1,1,2,1,1,1,0,0,7160.666666666667,18,6,1,1,0,0.001535955317663486,3,1,2,0.0,0,0
149891,622,FalsePositive,11,13,30,InitialAccess,47,T1566.002,2024-06-11 04:54:42+00:00,2024-06-14 17:00:30+00:00,360606,138268,98799,153085,453297,5,,242,NoThreatsFound,,66,Inbound,,,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,5045.8,4,1,0,0,1,0.002179598953792502,2,1,1,0.0,0,0
149897,5284,FalsePositive,11,11,0,InitialAccess,0,T1078;T1078.004,2024-06-03 03:38:40+00:00,2024-06-14 04:17:41+00:00,360606,138268,98799,153085,332871,5,,242,,,66,,,,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,3,0,0,0,1,0.001091161591111993,2,1,1,0.0,0,0
149909,426,FalsePositive,9,9,77,InitialAccess,100,,2024-06-03 15:38:25+00:00,2024-06-15 04:13:42+00:00,360606,138268,98799,153085,338768,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,15,0,0,1,0,0.000892768574546176,0,0,0,0.0,0,0
149924,754,TruePositive,10,13,1,InitialAccess,1,T1566.002,2024-06-03 16:59:43+00:00,2024-06-03 16:59:43+00:00,360606,138268,98799,153085,7506,5,,242,Malicious,,66,Intraorg,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,16,0,0,1,0,10.0,0,0,1,0.0,0,0
149948,219,BenignPositive,12,13,59691,Exfiltration,689,,2024-06-03 15:54:09+00:00,2024-06-07 15:24:04+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,5729.916666666667,15,0,0,1,0,0.002093905861482311,1,0,0,0.0,0,0
149950,219,FalsePositive,13,13,86217,Exfiltration,2500,,2024-06-03 18:03:38+00:00,2024-06-08 00:02:56+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,6119.3,18,0,0,1,0,0.002124078885021976,0,0,0,0.0,0,0
149968,2229,FalsePositive,4,4,0,InitialAccess,0,T1078;T1078.004,2024-06-04 13:12:37+00:00,2024-06-04 13:12:37+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,13,1,0,1,0,4.0,0,0,1,0.0,0,0
150003,239,TruePositive,9,9,418,SuspiciousActivity,5,,2024-06-10 13:29:01+00:00,2024-06-15 08:38:08+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,6909.116666666667,13,0,0,1,0,0.0013024382125723878,0,0,0,0.0,0,0
150029,106,FalsePositive,12,13,17,InitialAccess,25,T1078;T1078.004,2024-06-03 10:37:56+00:00,2024-06-14 00:49:12+00:00,360606,138268,98799,153085,4738,5,,242,,,66,,,,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,10,0,0,1,0,0.0011903580993949012,1,0,1,0.0,0,0
150031,239,FalsePositive,11,13,0,InitialAccess,0,T1078;T1078.004,2024-06-03 08:29:51+00:00,2024-06-14 20:51:07+00:00,306715,138268,98799,153085,453297,5,Suspicious,0,Suspicious,,66,,,,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,8,0,0,1,0,0.001091161591111993,1,0,1,0.0,0,0
150039,16,BenignPositive,13,13,405,Exfiltration,55,T1078;T1078.004,2024-06-03 16:34:30+00:00,2024-06-16 17:42:19+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,0,10080.0,16,0,0,1,0,0.0012895546076778098,2,1,1,0.0,0,0
150053,16,BenignPositive,10,13,8,InitialAccess,10,T1566.001,2024-06-03 19:48:13+00:00,2024-06-05 09:39:53+00:00,360606,138268,98799,153085,453297,5,,242,Malicious,,66,Inbound,,,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,1,0,0,2271.6666666666665,19,0,0,0,0,0.004400117336462306,1,0,1,0.0,0,0
150076,16,BenignPositive,12,13,54968,Exfiltration,24,T1566,2024-06-03 21:24:33+00:00,2024-06-07 17:40:40+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,0,0,5536.116666666667,21,0,0,0,0,0.0021671929132791737,1,0,1,0.0,0,0
150083,16,BenignPositive,13,13,200,Exfiltration,24,,2024-06-04 04:29:40+00:00,2024-06-10 16:52:02+00:00,360606,138268,98799,153085,453297,5,Suspicious,242,Suspicious,Obfuse,66,,,,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,9382.366666666667,4,1,0,0,1,0.0013854302471394417,0,0,0,0.0,0,0
150120,16,BenignPositive,10,13,37,Exfiltration,55,T1566.002,2024-06-04 16:52:55+00:00,2024-06-09 01:17:07+00:00,360606,138268,98799,153085,0,5,,242,NoThreatsFound,,66,Inbound,,,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,6264.2,16,1,0,1,0,0.0015961182404392517,1,0,1,0.0,0,0
150191,1642,FalsePositive,13,13,0,InitialAccess,0,T1078;T1078.004,2024-06-05 23:54:34+00:00,2024-06-10 19:17:16+00:00,360606,138268,98799,153085,184577,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,6922.7,23,2,0,0,0,0.001877608792986409,2,1,1,0.0,0,0
150197,232,BenignPositive,9,10,49,SuspiciousActivity,5,T1078;T1078.004,2024-06-05 14:09:50+00:00,2024-06-11 23:13:36+00:00,360606,138268,98799,153085,453297,5,,242,,,66,,,,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,0,0,9183.766666666666,14,2,0,1,0,0.0009798833575884707,2,1,1,0.0,0,0
150203,124,FalsePositive,6,6,64,Execution,9,,2024-06-08 14:41:36+00:00,2024-06-16 21:20:26+00:00,360606,138268,98799,153085,3,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,14,5,1,1,0,0.0005951790496974506,0,0,0,0.0,0,0
150222,232,BenignPositive,4,4,75868,Exfiltration,236,,2024-06-13 15:09:51+00:00,2024-06-13 15:09:51+00:00,360606,138268,98799,153085,11513,5,,242,,,66,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0,15,3,0,1,0,4.0,0,0,0,0.0,0,0
150233,232,BenignPositive,6,6,1931,Exfiltration,236,,2024-06-06 05:02:08+00:00,2024-06-14 02:52:53+00:00,360606,1130,98799,153085,453297,5,,242,,,66,,,,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10080.0,5,3,0,0,1,0.0005951790496974506,1,0,0,0.0,0,0
