sha256,sandbox_verdict,malware_score,network_connections,dropped_files,registry_modifications,process_injections,c2_beaconing,evasion_detected,persistence_mechanism,lateral_movement_attempt,privilege_escalation,dns_requests_count,analysis_duration_s
76425,Malicious,42,25,5,9,0,1,0,0,0,0,13,211
43817,Clean,9,0,0,0,0,0,0,0,0,0,10,241
6123,Clean,0,1,0,0,0,0,0,0,0,0,14,264
20870,Malicious,53,7,5,4,1,1,1,1,1,0,239,190
2180,Suspicious,34,27,0,10,0,0,0,0,1,1,48,264
893,Malicious,64,23,4,8,1,0,1,0,1,1,481,167
2317,Malicious,52,13,5,14,1,1,0,0,0,0,16,224
571,Malicious,52,24,2,1,1,0,0,0,0,0,14,299
21358,Suspicious,28,12,0,5,0,0,0,0,0,0,65,96
63535,Malicious,61,17,5,13,0,0,0,0,0,1,173,207
65372,Suspicious,25,27,0,6,0,0,0,0,0,0,28,223
16720,Malicious,74,29,2,1,1,0,0,0,0,0,0,139
16019,Clean,8,1,0,0,0,0,0,0,0,0,15,117
14209,Malicious,70,28,5,7,1,1,0,0,0,0,6,260
2454,Clean,16,2,0,0,0,0,0,0,0,0,12,118
21435,Clean,1,1,0,0,0,0,0,0,0,0,13,147
34421,Clean,2,0,0,0,0,0,0,0,0,0,14,267
38181,Clean,0,2,0,0,0,0,0,0,0,0,15,299
42802,Clean,0,2,0,0,0,0,0,0,0,0,9,245
7234,Clean,6,1,0,0,0,0,0,0,0,0,11,273
13268,Clean,3,1,0,0,0,0,0,0,0,0,8,234
13246,Clean,10,1,0,0,0,0,0,0,0,0,16,246
14829,Clean,0,0,0,0,0,0,0,0,0,0,1,132
53799,Suspicious,26,26,0,7,0,0,0,0,0,0,27,233
51666,Suspicious,30,11,0,5,0,0,0,0,0,0,59,186
80357,Malicious,49,21,4,8,1,0,0,0,1,1,200,272
100,Malicious,43,20,2,10,1,0,0,0,0,0,10,196
102,Malicious,55,29,5,13,1,1,0,0,0,0,13,162
44108,Clean,0,2,0,0,0,0,0,0,0,0,0,120
137148,Clean,1,2,0,0,0,0,0,1,0,0,19,199
75887,Suspicious,32,20,0,9,0,0,0,0,0,0,29,193
57654,Clean,6,1,0,0,0,0,0,0,0,0,5,205
45822,Suspicious,21,10,0,7,0,0,0,0,0,0,21,248
26220,Malicious,51,8,4,12,1,0,0,0,0,0,9,263
29650,Suspicious,23,12,0,2,0,0,0,0,1,0,49,94
122235,Clean,0,2,0,0,0,0,0,1,0,1,16,93
58121,Suspicious,24,20,0,9,0,0,0,0,0,0,15,130
36646,Suspicious,26,11,0,9,0,0,0,0,0,0,46,123
56853,Suspicious,24,12,0,8,0,0,0,0,0,0,23,171
119709,Suspicious,31,9,0,8,0,0,1,0,0,0,40,256
88246,Clean,0,0,0,0,0,0,0,0,0,0,12,264
1652,Malicious,45,19,2,9,0,0,1,1,0,1,189,217
100332,Clean,13,0,0,0,0,0,0,0,0,0,9,100
8576,Clean,15,0,0,0,0,0,0,0,0,0,1,169
85340,Malicious,56,18,1,2,0,1,0,1,0,0,410,266
45096,Clean,12,0,0,0,0,0,0,0,0,0,0,117
3736,Suspicious,27,14,0,6,0,0,0,0,0,0,27,71
13882,Suspicious,25,23,0,6,0,0,0,0,0,0,55,142
92459,Malicious,56,25,4,5,0,1,1,0,0,0,163,196
113825,Malicious,68,17,4,10,0,1,1,0,0,1,69,291
99,Malicious,45,25,3,7,1,1,0,0,0,0,7,193
1674,Clean,15,1,0,0,0,0,0,0,0,0,3,247
27880,Malicious,56,20,3,2,1,1,0,0,0,1,126,166
72150,Clean,0,2,0,0,0,0,0,0,0,0,16,91
2758,Clean,15,0,0,0,0,0,0,0,0,0,14,196
1029,Malicious,89,11,1,13,0,0,1,1,0,1,465,298
78332,Malicious,67,5,4,11,0,1,0,0,0,0,15,171
306,Suspicious,26,22,0,7,0,0,0,0,0,0,34,96
2093,Suspicious,38,28,0,2,0,0,0,0,1,1,45,218
590,Malicious,87,12,1,13,1,0,0,0,0,0,306,156
35108,Malicious,61,27,1,1,1,1,0,0,0,0,6,84
10952,Clean,12,0,0,0,0,0,0,0,0,0,16,265
575,Clean,12,0,0,0,0,0,0,1,0,0,18,224
78349,Suspicious,24,22,0,1,0,0,0,0,0,0,65,72
10072,Malicious,47,15,1,1,0,1,0,0,0,0,2,189
108332,Malicious,81,15,5,14,0,1,0,1,0,0,375,70
181,Malicious,57,10,5,8,0,1,0,1,0,1,215,158
12081,Malicious,43,14,1,10,1,1,0,0,1,0,10,119
85585,Clean,0,0,0,0,0,0,0,1,0,0,6,128
98293,Suspicious,28,11,0,4,0,0,0,0,0,0,67,289
79091,Clean,0,0,0,0,0,0,0,0,0,0,15,247
21925,Clean,3,2,0,0,0,0,0,0,0,0,1,138
46998,Clean,11,1,0,0,0,0,0,0,0,0,3,284
47146,Clean,3,0,0,0,0,0,0,0,0,0,5,60
16676,Clean,6,1,0,0,0,0,0,0,0,0,3,126
111944,Suspicious,25,5,0,10,0,0,0,0,0,0,71,218
547,Suspicious,36,10,0,14,0,0,0,0,0,0,78,186
21548,Malicious,86,29,3,6,0,1,1,1,0,1,368,254
88452,Malicious,86,20,1,12,1,1,0,0,1,0,401,188
3519,Suspicious,27,29,0,7,0,0,1,0,0,0,41,291
55845,Malicious,48,12,1,12,1,1,0,1,0,1,495,222
41050,Clean,11,1,0,0,0,0,1,0,0,0,6,211
16014,Malicious,54,14,1,8,1,1,0,0,0,0,11,164
98,Suspicious,37,17,0,3,0,0,0,0,0,0,69,134
11817,Clean,0,2,0,0,0,0,0,0,0,0,19,256
20668,Clean,0,0,0,0,0,0,0,0,0,0,4,261
1840,Clean,5,2,0,0,0,0,0,0,0,0,3,94
119975,Clean,0,0,0,0,0,0,0,0,0,0,3,150
8565,Clean,13,2,0,0,0,0,0,0,0,0,5,199
193,Malicious,57,7,5,7,1,0,0,0,0,0,18,93
36293,Clean,0,0,0,0,0,0,0,0,0,0,9,100
64065,Malicious,86,6,1,6,1,0,0,1,0,1,62,234
5197,Clean,11,1,0,0,0,0,0,1,0,0,15,170
16845,Suspicious,21,11,0,5,0,0,0,0,0,0,11,149
1156,Malicious,64,21,1,2,0,0,0,0,0,0,17,251
6872,Suspicious,32,18,0,9,0,0,0,0,0,0,68,98
1057,Malicious,43,13,1,10,1,0,0,0,0,0,1,69
658,Suspicious,32,13,0,10,0,0,0,0,0,0,76,271
7864,Suspicious,31,11,0,2,0,0,0,0,0,0,41,206
1562,Suspicious,36,6,0,4,0,0,0,0,0,0,49,168
484,Suspicious,33,26,0,6,0,0,0,0,0,0,37,123
1170,Malicious,44,29,5,2,1,1,0,0,0,0,8,271
1150,Clean,3,2,0,0,0,0,0,0,0,0,14,278
154,Clean,0,2,0,0,0,0,0,0,0,0,15,179
37592,Clean,2,1,0,0,0,0,0,0,0,0,11,92
34587,Clean,0,1,0,0,0,0,0,0,0,0,12,163
70,Malicious,43,6,2,14,0,1,0,0,0,0,5,214
111472,Suspicious,27,17,0,10,0,0,0,0,0,0,20,93
59510,Suspicious,36,17,0,4,0,0,0,0,0,0,70,94
112,Malicious,75,29,2,3,0,0,0,1,1,0,107,92
46,Suspicious,25,9,0,5,0,0,0,0,0,0,70,109
20801,Suspicious,26,29,0,2,0,0,1,0,0,0,52,110
116931,Suspicious,34,15,0,7,0,0,0,0,1,0,44,287
1502,Suspicious,37,26,0,9,0,0,0,0,0,0,13,225
2830,Suspicious,27,7,0,13,0,0,0,0,0,0,24,65
29826,Malicious,44,15,3,7,1,0,0,0,0,0,18,184
1231,Clean,17,0,0,0,0,0,0,0,0,0,11,198
12395,Clean,13,0,0,0,0,0,0,0,0,0,17,64
22339,Clean,2,0,0,0,0,0,0,0,0,0,3,130
76683,Malicious,42,23,4,7,0,1,0,0,0,0,19,81
13071,Suspicious,38,6,0,8,0,0,0,0,0,0,58,157
3001,Clean,19,2,0,0,0,0,0,0,0,0,17,156
655,Suspicious,40,6,0,13,0,0,0,0,0,0,5,249
837,Malicious,45,16,5,13,0,0,0,0,0,0,1,236
1249,Suspicious,34,14,0,4,0,0,0,0,1,0,71,217
5691,Suspicious,27,21,0,7,0,0,0,0,0,1,54,120
107,Clean,5,0,0,0,0,0,0,0,0,0,9,199
94,Malicious,79,6,4,9,0,0,0,0,1,0,162,62
206,Clean,0,1,0,0,0,0,0,0,0,0,2,235
7495,Suspicious,34,16,0,5,0,0,0,1,1,0,23,70
46600,Malicious,65,5,1,8,1,1,0,0,0,0,5,161
2065,Suspicious,38,16,0,2,0,0,0,1,0,0,79,286
3254,Clean,0,0,0,0,0,0,0,0,0,0,11,281
5425,Clean,0,1,0,0,0,0,0,0,0,0,1,70
4469,Suspicious,39,28,0,2,0,0,0,0,0,0,59,252
28353,Malicious,81,21,2,2,1,1,1,0,1,0,121,168
22967,Malicious,77,17,4,9,0,0,0,1,0,0,393,67
20740,Malicious,67,9,3,14,0,0,0,0,0,0,289,241
10738,Malicious,46,16,4,4,1,0,0,0,0,0,6,264
75621,Clean,0,0,0,0,0,0,0,0,0,0,17,252
78,Malicious,54,7,1,6,1,1,0,0,0,0,8,299
67367,Suspicious,30,7,0,4,0,0,0,0,0,0,25,190
91967,Clean,13,0,0,0,0,0,1,0,0,0,2,86
138,Suspicious,35,11,0,1,0,0,0,0,0,0,75,124
77056,Malicious,45,5,2,13,0,1,0,0,1,0,12,148
112991,Malicious,72,21,3,4,1,1,0,0,1,0,140,250
125710,Malicious,64,25,3,3,1,0,0,0,0,1,368,82
6000,Clean,18,2,0,0,0,0,0,1,0,0,1,218
4169,Clean,2,1,0,0,0,0,0,0,0,0,18,91
16947,Clean,0,2,0,0,0,0,0,0,0,0,11,272
26562,Malicious,66,25,5,7,1,0,1,0,1,0,405,62
56493,Clean,4,0,0,0,0,0,0,0,0,0,7,92
5548,Malicious,79,21,1,13,0,0,1,0,1,0,314,190
61759,Clean,18,1,0,0,0,0,0,0,0,0,4,174
4719,Clean,8,1,0,0,0,0,0,1,0,0,7,66
43148,Suspicious,22,27,0,4,0,0,0,0,0,0,25,131
5863,Suspicious,32,15,0,3,0,0,0,0,0,0,51,164
846,Suspicious,40,27,0,5,0,0,0,0,0,0,44,79
34251,Suspicious,33,18,0,9,0,0,0,0,0,0,52,146
52946,Suspicious,31,13,0,6,0,0,0,0,0,0,38,66
22906,Clean,0,1,0,0,0,0,1,0,0,0,7,253
132058,Malicious,49,29,1,1,0,0,0,0,0,0,12,154
12324,Clean,16,2,0,0,0,0,0,0,0,1,6,82
68066,Malicious,76,22,1,1,1,0,1,0,0,0,100,203
113980,Malicious,82,12,3,13,1,1,1,1,0,0,459,118
119891,Suspicious,37,25,0,6,0,0,0,0,0,0,6,174
131929,Suspicious,25,16,0,13,0,0,0,0,0,0,71,294
10610,Suspicious,28,13,0,8,0,0,0,0,0,0,20,233
17189,Clean,6,1,0,0,0,0,0,0,0,0,11,80
322,Clean,1,1,0,0,0,0,0,0,0,0,10,149
3673,Clean,2,1,0,0,0,0,0,0,0,0,3,181
6347,Clean,4,0,0,0,0,0,0,0,0,0,15,219
52691,Suspicious,33,18,0,2,0,0,0,0,0,0,62,288
121,Suspicious,33,13,0,2,0,0,0,0,0,0,10,85
92445,Malicious,43,8,1,14,0,0,0,0,0,0,2,136
948,Suspicious,37,21,0,13,0,0,1,0,0,1,41,234
72025,Clean,6,2,0,0,0,0,0,0,0,0,12,293
20453,Suspicious,33,29,0,13,0,0,0,0,0,0,31,274
56472,Clean,16,1,0,0,0,0,0,0,0,0,5,248
23835,Clean,12,1,0,0,0,0,0,0,0,0,1,298
82305,Malicious,51,13,4,4,1,1,1,0,0,1,61,112
135340,Suspicious,24,16,0,8,0,0,0,0,0,0,13,132
373,Clean,2,1,0,0,0,0,0,0,0,0,7,223
1982,Suspicious,28,17,0,14,0,0,0,0,0,0,36,66
83919,Suspicious,38,21,0,7,0,0,0,0,0,0,70,155
124427,Suspicious,24,11,0,12,0,0,0,0,0,0,57,206
130114,Clean,0,0,0,0,0,0,0,0,0,0,15,113
102378,Malicious,63,18,5,6,0,0,0,0,1,0,3,146
4212,Suspicious,27,25,0,12,0,0,0,0,0,0,67,296
600,Suspicious,28,23,0,2,0,0,0,0,0,0,36,239
137679,Clean,12,1,0,0,0,0,0,0,0,0,14,205
57838,Suspicious,38,10,0,3,0,0,0,0,0,0,61,141
113949,Suspicious,34,15,0,11,0,0,0,0,0,0,24,289
7239,Suspicious,38,27,0,8,0,0,0,0,0,0,48,215
96611,Suspicious,22,12,0,9,0,0,0,0,0,0,10,290
3215,Suspicious,30,25,0,13,0,0,0,0,0,0,33,296
1665,Clean,9,0,0,0,0,0,0,0,0,0,11,174
7722,Suspicious,30,13,0,5,0,0,0,0,0,0,26,102
4288,Suspicious,30,18,0,12,0,0,0,0,0,0,22,101
6888,Suspicious,26,11,0,12,0,0,0,0,0,0,57,288
40495,Malicious,97,24,1,10,0,0,0,1,0,1,390,197
68,Malicious,63,25,1,2,1,1,0,1,0,0,173,61
20567,Malicious,81,25,5,11,1,0,1,0,0,0,118,184
19257,Malicious,66,5,5,11,0,1,0,0,0,0,383,169
539,Clean,9,0,0,0,0,0,1,0,0,0,11,155
691,Suspicious,22,18,0,1,0,0,0,0,0,1,58,68
26051,Malicious,46,19,1,3,0,1,0,0,0,0,11,185
926,Clean,12,0,0,0,0,0,0,0,1,0,5,169
998,Suspicious,36,11,0,13,0,0,0,0,0,0,14,113
450,Malicious,92,7,5,14,1,1,0,1,1,1,466,290
85189,Clean,15,1,0,0,0,0,0,0,0,0,10,296
45563,Suspicious,25,28,0,9,0,0,0,0,0,0,37,133
34358,Clean,15,1,0,0,0,0,0,1,0,0,8,150
44810,Clean,4,2,0,0,0,0,0,0,0,0,0,82
43391,Clean,1,1,0,0,0,0,0,0,0,0,13,170
42739,Clean,0,2,0,0,0,0,0,0,0,0,15,120
47886,Suspicious,24,9,0,11,0,0,0,0,0,0,67,111
41139,Clean,5,1,0,0,0,0,0,0,0,0,5,260
41606,Clean,6,1,0,0,0,0,0,0,0,0,5,78
35670,Clean,0,2,0,0,0,0,1,0,0,0,4,74
36227,Clean,0,1,0,0,0,0,0,0,0,0,3,165
37893,Clean,3,2,0,0,0,0,0,0,0,0,2,253
42733,Clean,0,1,0,0,0,0,0,0,0,0,5,243
31345,Suspicious,23,29,0,14,0,0,1,0,0,0,34,270
10998,Clean,8,1,0,0,0,0,0,0,0,0,6,219
114017,Clean,10,0,0,0,0,0,0,0,0,0,11,177
43323,Clean,1,0,0,0,0,0,0,0,0,0,4,243
35822,Suspicious,22,24,0,5,0,0,0,0,0,0,31,234
37156,Clean,12,1,0,0,0,0,0,0,0,0,16,278
31815,Clean,0,0,0,0,0,0,0,0,0,0,16,99
33714,Clean,20,2,0,0,0,0,0,0,0,0,0,74
34562,Clean,4,0,0,0,0,0,0,0,0,0,8,180
47002,Clean,0,0,0,0,0,0,0,0,0,0,2,146
33754,Clean,14,2,0,0,0,0,0,0,0,0,2,164
45640,Clean,3,0,0,0,0,0,0,0,0,0,19,213
45625,Clean,3,2,0,0,0,0,0,0,0,0,6,192
37689,Suspicious,25,27,0,4,0,0,0,0,0,0,35,229
43650,Clean,3,2,0,0,0,0,0,0,0,1,10,270
39010,Clean,13,1,0,0,0,0,0,0,0,0,12,209
34763,Clean,2,2,0,0,0,0,0,0,0,0,10,268
33885,Clean,18,0,0,0,0,0,0,0,0,0,1,111
44908,Clean,0,0,0,0,0,0,0,0,0,0,14,236
37145,Clean,1,0,0,0,0,0,0,0,0,0,0,113
33745,Clean,0,1,0,0,0,0,0,0,0,0,19,186
35654,Clean,0,1,0,0,0,0,0,0,0,0,12,228
42080,Clean,6,0,0,0,0,0,0,0,0,0,0,263
39980,Clean,4,1,0,0,0,0,0,0,0,0,15,206
2828,Clean,8,2,0,0,0,0,0,0,0,0,17,144
42694,Suspicious,23,23,0,8,0,0,0,0,0,0,8,96
46147,Suspicious,21,11,0,13,0,0,0,0,0,0,9,202
33086,Clean,0,0,0,0,0,0,0,0,0,0,18,154
33225,Clean,6,0,0,0,0,0,0,0,0,0,1,233
41160,Clean,7,2,0,0,0,0,0,0,0,0,3,88
32801,Clean,0,2,0,0,0,0,0,0,0,0,2,251
32151,Clean,0,1,0,0,0,0,0,0,0,0,2,277
119230,Clean,14,1,0,0,0,0,0,0,0,0,18,141
10350,Clean,0,0,0,0,0,0,0,0,0,0,10,154
39864,Clean,11,0,0,0,0,0,0,0,0,0,6,200
129,Clean,17,0,0,0,0,0,0,0,0,0,3,71
46411,Clean,13,1,0,0,0,0,0,0,0,0,10,99
43162,Clean,0,0,0,0,0,0,0,0,0,0,19,272
38451,Clean,2,1,0,0,0,0,0,0,0,0,3,292
35599,Clean,9,1,0,0,0,0,0,0,0,0,9,270
41630,Clean,1,1,0,0,0,0,0,0,0,0,14,195
34779,Clean,0,2,0,0,0,0,0,0,0,0,5,198
8466,Clean,12,0,0,0,0,0,0,0,0,0,0,139
41107,Clean,13,1,0,0,0,0,0,0,0,0,13,104
39747,Clean,0,2,0,0,0,0,0,0,0,0,18,179
33583,Clean,16,1,0,0,0,0,0,0,0,0,5,95
8446,Clean,3,1,0,0,0,0,0,0,0,0,10,207
47502,Clean,13,1,0,0,0,0,0,0,0,0,7,191
39867,Clean,2,0,0,0,0,0,0,0,0,0,4,91
36373,Suspicious,22,21,0,5,0,0,0,0,0,0,21,204
8378,Clean,7,2,0,0,0,0,0,0,0,0,19,183
42465,Clean,0,1,0,0,0,0,0,1,0,0,18,184
40943,Clean,11,1,0,0,0,0,0,0,0,0,4,217
33261,Clean,11,0,0,0,0,0,0,0,0,0,4,96
89143,Malicious,42,17,1,10,1,1,0,0,0,0,2,298
21390,Clean,3,0,0,0,0,0,0,0,0,0,12,271
4331,Malicious,58,15,5,6,0,0,0,0,0,0,0,271
86332,Suspicious,36,14,0,9,0,0,0,1,0,0,32,173
133866,Suspicious,36,20,0,11,0,0,0,0,0,0,12,289
47566,Suspicious,24,21,0,8,0,0,0,0,0,0,31,175
10421,Suspicious,31,5,0,10,0,0,0,1,0,0,31,111
66932,Suspicious,38,25,0,6,0,0,0,0,0,0,79,144
20074,Suspicious,39,11,0,5,0,0,0,0,0,0,37,161
59408,Clean,19,2,0,0,0,0,0,0,0,0,3,150
56641,Suspicious,35,8,0,1,0,0,0,0,1,0,27,104
134560,Suspicious,35,21,0,11,0,0,0,0,0,0,76,282
63519,Suspicious,28,19,0,11,0,0,0,0,1,0,29,197
66870,Clean,12,2,0,0,0,0,0,0,0,0,3,263
120644,Suspicious,38,6,0,10,0,0,0,0,0,0,28,227
22624,Suspicious,24,14,0,9,0,0,0,0,0,0,73,64
50306,Clean,6,0,0,0,0,0,0,0,0,0,5,89
36317,Malicious,41,22,1,11,1,1,0,0,0,0,4,80
50451,Suspicious,35,8,0,3,0,0,0,0,0,0,13,124
27873,Suspicious,27,18,0,13,0,0,0,0,0,0,40,133
70921,Suspicious,38,27,0,8,0,0,0,1,0,1,28,221
87143,Suspicious,34,12,0,8,0,0,0,0,0,0,6,137
136188,Malicious,64,8,1,7,1,0,0,0,0,0,2,284
121415,Clean,20,0,0,0,0,0,0,0,0,0,0,287
129454,Suspicious,37,27,0,10,0,0,0,0,1,0,45,66
51415,Malicious,43,9,5,12,0,1,1,0,0,0,11,66
75807,Suspicious,37,20,0,13,0,0,0,0,0,0,15,281
67469,Malicious,45,18,4,8,0,0,0,0,0,0,16,157
46046,Suspicious,23,29,0,10,0,0,0,0,0,0,6,246
71058,Clean,3,2,0,0,0,0,0,0,0,0,1,83
132853,Clean,12,1,0,0,0,0,0,0,0,0,13,224
55408,Clean,7,0,0,0,0,0,0,0,0,0,9,222
86545,Clean,20,2,0,0,0,0,0,1,0,0,2,71
88307,Clean,19,1,0,0,0,0,0,0,0,0,12,146
82689,Clean,13,1,0,0,0,0,1,0,0,0,2,149
95282,Suspicious,25,22,0,2,0,0,1,0,0,0,60,120
79863,Suspicious,30,25,0,12,0,0,0,0,0,0,56,113
96729,Malicious,45,24,5,11,1,1,0,1,0,0,4,246
103508,Suspicious,22,20,0,7,0,0,0,0,0,0,36,251
24125,Suspicious,22,11,0,3,0,0,0,0,0,0,62,251
25209,Clean,13,1,0,0,0,0,0,0,0,0,18,291
39123,Suspicious,33,16,0,8,0,0,0,0,0,0,47,264
76864,Suspicious,28,14,0,6,0,0,1,0,0,0,54,148
135131,Suspicious,24,11,0,5,0,0,1,0,0,0,34,200
63878,Malicious,41,9,1,8,0,0,0,0,0,0,19,67
51619,Clean,1,1,0,0,0,0,0,0,0,0,8,219
35006,Clean,6,0,0,0,0,0,0,0,0,0,4,242
59363,Suspicious,26,15,0,3,0,0,0,0,0,0,8,196
68839,Clean,14,2,0,0,0,0,0,0,0,0,17,88
104928,Suspicious,31,15,0,3,0,0,0,0,0,0,68,140
70872,Clean,18,1,0,0,0,0,0,0,0,0,0,121
66286,Clean,20,1,0,0,0,0,0,0,0,0,1,278
69648,Malicious,53,12,3,12,0,1,0,0,0,0,0,106
131666,Clean,10,1,0,0,0,0,0,0,0,0,18,66
42977,Suspicious,39,11,0,10,0,0,0,0,0,0,61,127
85056,Malicious,41,29,5,10,1,1,0,1,0,0,5,249
72301,Clean,11,1,0,0,0,0,0,0,0,0,1,269
73703,Malicious,42,17,5,4,1,0,0,0,0,0,8,169
118889,Suspicious,36,5,0,8,0,0,0,0,0,0,56,265
58846,Suspicious,32,27,0,13,0,0,0,0,0,0,18,71
88134,Malicious,44,22,3,2,0,0,0,0,0,0,7,113
117668,Suspicious,24,19,0,10,0,0,0,0,0,0,69,228
46136,Clean,6,1,0,0,0,0,0,0,0,0,6,147
70901,Suspicious,36,15,0,4,0,0,0,0,0,0,77,196
83864,Malicious,44,19,1,3,0,1,0,0,0,0,19,292
105911,Suspicious,35,22,0,5,0,0,0,0,0,0,24,237
23212,Suspicious,27,19,0,10,0,0,0,0,0,0,39,85
20620,Suspicious,31,22,0,4,0,0,0,0,0,0,8,191
85364,Suspicious,27,24,0,5,0,0,0,0,0,0,64,107
29330,Clean,20,0,0,0,0,0,0,0,0,0,17,227
121539,Malicious,54,27,1,12,0,1,0,0,0,1,2,201
1405,Clean,0,0,0,0,0,0,0,0,0,0,19,68
46956,Malicious,97,16,1,2,0,1,0,0,0,1,341,139
1179,Clean,9,1,0,0,0,0,0,0,0,0,9,78
50402,Malicious,52,24,4,7,1,0,0,1,1,1,290,200
55122,Malicious,44,21,3,14,1,0,1,1,0,0,226,288
27832,Malicious,64,22,3,7,0,0,0,1,0,1,422,269
29293,Malicious,79,21,4,6,0,1,0,1,0,0,307,78
40015,Malicious,84,10,4,12,0,1,1,1,0,1,430,131
79265,Malicious,73,10,1,4,0,1,1,0,1,1,398,234
11450,Malicious,68,23,5,1,1,0,0,1,0,1,213,159
58396,Clean,10,2,0,0,0,0,0,0,0,0,12,255
40926,Malicious,82,22,1,5,0,0,0,0,0,0,13,122
8545,Clean,17,0,0,0,0,0,0,0,0,0,16,154
65902,Suspicious,37,11,0,11,0,0,0,0,0,1,8,223
121994,Malicious,45,22,2,3,0,0,0,0,0,0,17,275
30790,Clean,16,1,0,0,0,0,0,0,0,0,16,174
2398,Suspicious,33,18,0,1,0,0,0,0,0,0,69,88
2279,Suspicious,26,29,0,8,0,0,0,0,0,0,30,69
83348,Clean,9,1,0,0,0,0,0,1,0,0,17,190
75431,Malicious,87,22,1,10,1,1,0,0,0,0,300,200
41844,Malicious,91,21,1,9,0,1,0,0,1,0,158,123
97552,Malicious,57,29,5,9,0,1,1,1,0,0,199,94
49204,Malicious,48,6,3,14,0,1,1,1,0,0,304,80
49844,Malicious,65,10,4,11,0,1,1,0,0,0,399,178
60173,Malicious,69,24,5,1,0,1,1,0,0,0,361,201
12854,Malicious,58,18,4,11,0,1,0,0,0,1,133,68
122659,Clean,0,0,0,0,0,0,0,0,0,0,2,188
38312,Clean,4,0,0,0,0,0,0,0,0,0,15,253
62261,Suspicious,39,12,0,2,0,0,0,0,0,0,23,215
103627,Malicious,76,19,3,4,1,1,1,0,0,1,309,84
54144,Suspicious,23,6,0,12,0,0,0,0,0,0,38,186
2345,Clean,12,2,0,0,0,0,0,0,0,0,9,68
2071,Suspicious,33,9,0,9,0,0,0,0,0,0,59,146
5504,Clean,0,2,0,0,0,0,0,0,0,0,12,90
4059,Clean,11,2,0,0,0,0,0,0,0,0,6,149
89950,Clean,11,0,0,0,0,0,0,0,0,0,7,145
9112,Malicious,78,21,5,13,0,0,1,0,0,0,467,253
113,Suspicious,39,12,0,5,0,0,1,1,1,0,24,99
61677,Malicious,61,21,3,13,1,0,1,1,1,0,177,121
75811,Malicious,99,27,2,9,0,0,1,1,0,0,283,211
70927,Malicious,75,9,2,5,1,0,0,0,0,0,4,113
104753,Clean,15,2,0,0,0,0,0,0,0,0,16,228
91131,Clean,11,2,0,0,0,0,0,0,0,0,13,210
71308,Suspicious,24,23,0,13,0,0,0,0,0,0,77,182
19516,Clean,10,1,0,0,0,0,0,0,0,0,13,179
18386,Clean,11,1,0,0,0,0,0,0,0,0,12,281
41063,Clean,3,1,0,0,0,0,0,0,0,0,9,285
29427,Clean,16,2,0,0,0,0,0,0,0,0,4,132
13034,Clean,0,2,0,0,0,0,0,0,0,0,5,230
55694,Clean,0,0,0,0,0,0,0,0,0,0,8,75
107328,Clean,5,0,0,0,0,0,0,0,0,0,18,287
57425,Suspicious,28,25,0,10,0,0,0,0,0,0,63,97
137230,Clean,0,1,0,0,0,0,0,0,0,0,3,281
46649,Clean,17,1,0,0,0,0,0,0,0,0,6,197
32099,Clean,0,0,0,0,0,0,0,0,0,0,13,147
32461,Suspicious,23,14,0,1,0,0,0,0,0,0,42,72
85802,Clean,0,2,0,0,0,0,0,0,0,0,1,240
50676,Clean,0,1,0,0,0,0,0,0,0,0,4,148
104458,Clean,10,2,0,0,0,0,0,0,0,0,11,206
11656,Clean,0,1,0,0,0,0,0,0,0,0,18,97
43056,Clean,0,1,0,0,0,0,0,0,0,0,16,265
33622,Clean,0,1,0,0,0,0,0,0,0,0,14,154
78655,Clean,0,2,0,0,0,0,0,0,0,0,7,76
49756,Clean,14,2,0,0,0,0,0,0,0,0,6,62
67086,Suspicious,27,5,0,2,0,0,0,0,0,0,75,142
114025,Suspicious,31,23,0,12,0,0,0,1,1,0,62,88
91544,Suspicious,28,27,0,5,0,0,0,0,0,0,66,135
588,Malicious,49,27,1,13,1,1,1,0,0,0,7,292
104132,Clean,10,2,0,0,0,0,0,0,0,0,0,111
2636,Suspicious,33,9,0,2,0,0,0,0,0,0,27,213
1239,Clean,7,2,0,0,0,0,0,0,0,0,5,148
1177,Clean,16,1,0,0,0,0,0,0,0,0,2,221
43442,Clean,0,0,0,0,0,0,0,0,0,0,14,104
133323,Clean,0,2,0,0,0,0,0,0,0,0,0,107
100313,Clean,17,2,0,0,0,0,0,0,0,0,8,65
3551,Clean,6,1,0,0,0,0,0,0,0,0,3,192
84117,Clean,12,0,0,0,0,0,0,0,0,0,6,139
133582,Clean,2,1,0,0,0,0,0,0,0,0,8,198
11254,Clean,17,1,0,0,0,0,0,0,0,0,13,90
7613,Clean,0,0,0,0,0,0,0,0,0,0,11,293
999,Clean,0,1,0,0,0,0,0,0,0,0,2,147
61516,Clean,19,2,0,0,0,0,0,1,0,0,8,241
40338,Clean,18,1,0,0,0,0,0,0,0,0,13,184
31439,Malicious,82,26,5,10,0,1,0,0,1,0,425,223
38817,Malicious,76,28,5,12,1,1,0,1,1,0,344,115
135614,Malicious,80,12,3,8,1,0,0,0,0,1,176,249
12829,Suspicious,37,21,0,12,0,0,0,1,1,0,38,243
111311,Malicious,53,9,4,11,1,1,0,1,0,0,133,171
85123,Clean,12,0,0,0,0,0,0,0,0,0,8,86
