IncidentId,OrgId,IncidentGrade,first_seen,last_seen,nb_alerts,nb_evidences,nb_categories,top_category,mitre_techniques,nb_detectors,top_detector,top_alert_title,nb_entity_types,has_ip,has_file,has_account,has_device,has_email,sample_ip,sample_sha256,sample_filename,sample_device,sample_account,country,max_suspicion,os_family,threat_family,last_verdict,incident_duration_minutes,hour_of_day,day_of_week,is_weekend,is_business_hours
210455,229,BenignPositive,2024-06-04 18:24:34+00:00,2024-06-13 19:29:37+00:00,3,9,3,CommandAndControl,T1110;T1110.003;T1110.001,3,2,2,7,1,1,1,1,1,360606,80526,275183,153085,453297,242,Suspicious,5,Gamarue,Malicious,13025,18,1,0,1
210471,40,BenignPositive,2024-06-10 13:43:51+00:00,2024-06-13 17:20:33+00:00,2,9,1,SuspiciousActivity,,2,3,4,7,1,1,1,1,1,360606,138268,289573,787,453297,242,Suspicious,5,,Suspicious,4536,13,0,0,1
210480,229,BenignPositive,2024-06-10 22:02:20+00:00,2024-06-14 00:49:12+00:00,2,9,1,SuspiciousActivity,,2,3,4,7,1,1,1,1,1,360606,138268,289573,72605,453297,242,Suspicious,5,,Suspicious,4486,22,0,0,0
210484,229,BenignPositive,2024-06-11 17:51:44+00:00,2024-06-11 17:51:44+00:00,1,3,1,Execution,,1,9,74,3,1,1,1,1,1,360606,138268,270673,153085,453297,242,Unknown,5,,Unknown,0,17,1,0,1
210485,918,BenignPositive,2024-06-04 08:40:24+00:00,2024-06-14 11:44:12+00:00,3,9,3,CommandAndControl,T1528,3,2,2,7,1,1,1,1,1,360606,138268,289573,153085,26405,242,Suspicious,5,,Suspicious,14583,8,1,0,1
210494,229,BenignPositive,2024-06-13 13:22:21+00:00,2024-06-13 13:22:21+00:00,1,3,1,InitialAccess,,1,25,17,3,1,1,1,1,1,360606,138268,289573,153085,54719,242,Unknown,5,,Unknown,0,13,3,0,1
210509,229,BenignPositive,2024-06-16 20:59:39+00:00,2024-06-16 20:59:39+00:00,1,9,1,SuspiciousActivity,,1,295,290,3,1,1,1,1,1,3689,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,20,6,1,0
210709,1249,TruePositive,2024-06-04 08:16:45+00:00,2024-06-07 07:35:20+00:00,2,9,1,InitialAccess,,2,110,86,5,1,1,1,1,1,4343,138268,289573,153085,453297,242,Unknown,5,,Unknown,4278,8,1,0,1
210796,55,TruePositive,2024-06-11 18:10:08+00:00,2024-06-11 18:10:08+00:00,1,9,1,InitialAccess,T1566,1,13,11,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,0,18,1,0,1
210826,506,FalsePositive,2024-06-05 00:26:24+00:00,2024-06-13 14:11:58+00:00,2,6,2,Execution,,2,9,17,5,1,1,1,1,1,360606,138268,289573,153085,261813,242,Unknown,5,,Unknown,12345,0,2,0,0
210866,85,BenignPositive,2024-06-04 23:23:05+00:00,2024-06-04 23:23:05+00:00,1,9,1,Exfiltration,,1,69,17739,4,1,1,1,1,1,360606,138268,289573,153085,745,242,Unknown,5,,Unknown,0,23,1,0,0
210867,225,FalsePositive,2024-06-05 04:45:57+00:00,2024-06-10 06:01:57+00:00,4,9,4,InitialAccess,,4,25,17,5,1,1,1,1,1,24903,138268,289573,153085,453297,242,Unknown,5,,Unknown,7276,4,2,0,0
210889,85,BenignPositive,2024-06-06 22:55:50+00:00,2024-06-06 22:55:50+00:00,1,9,1,Exfiltration,,1,69,25998,4,1,1,1,1,1,115,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,22,3,0,0
210906,85,BenignPositive,2024-06-10 22:32:58+00:00,2024-06-10 22:32:58+00:00,1,9,1,Exfiltration,,1,69,26146,4,1,1,1,1,1,360606,72473,85003,153085,453297,242,Unknown,5,,Unknown,0,22,0,0,0
210939,246,BenignPositive,2024-06-04 23:40:35+00:00,2024-06-04 23:40:35+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Suspicious,0,23,1,0,0
210950,246,BenignPositive,2024-06-06 13:45:20+00:00,2024-06-06 13:45:20+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,360606,138268,289573,153085,32197,242,Unknown,5,,Suspicious,0,13,3,0,1
210953,246,BenignPositive,2024-06-07 22:19:17+00:00,2024-06-13 13:01:07+00:00,2,9,2,InitialAccess,T1566,2,13,11,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,NoThreatsFound,8081,22,4,0,0
210967,246,BenignPositive,2024-06-11 10:11:16+00:00,2024-06-11 10:11:16+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,0,10,1,0,1
210990,162,BenignPositive,2024-05-29 21:49:25+00:00,2024-06-06 13:14:28+00:00,2,2,2,CommandAndControl,T1568;T1008,2,99,4356,2,1,1,1,1,1,360606,138268,289573,1617,453297,242,Unknown,5,,Unknown,11005,21,2,0,0
211069,59,BenignPositive,2024-06-12 23:55:01+00:00,2024-06-12 23:55:01+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,231543,242,Suspicious,5,,Suspicious,0,23,2,0,0
211077,59,BenignPositive,2024-06-13 11:18:04+00:00,2024-06-13 11:18:04+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,33,0,153085,453297,242,Suspicious,5,,Suspicious,0,11,3,0,1
211081,59,TruePositive,2024-06-13 13:08:50+00:00,2024-06-13 13:08:50+00:00,1,9,1,Exfiltration,,1,756,43772,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,13,3,0,1
211094,52,BenignPositive,2024-06-13 17:35:41+00:00,2024-06-14 15:01:14+00:00,2,9,2,Impact,T1485;T1565;T1491|T1078;T1078.004,2,386,363,7,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,1285,17,3,0,1
211105,59,BenignPositive,2024-06-16 20:05:33+00:00,2024-06-16 20:05:33+00:00,1,5,1,Discovery,,1,44,297,4,1,1,1,1,1,360606,70135,1141,153085,453297,242,Suspicious,5,,Suspicious,0,20,6,1,0
211110,59,BenignPositive,2024-05-28 18:10:57+00:00,2024-06-17 05:04:59+00:00,2,9,2,CommandAndControl,T1078;T1078.004,2,2,2,7,1,1,1,1,1,360606,138268,289573,19711,453297,242,Suspicious,0,,Suspicious,28014,18,1,0,1
211115,28,TruePositive,2024-06-04 12:40:49+00:00,2024-06-04 12:40:49+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,360606,138268,289573,153085,3208,242,Unknown,5,,Malicious,0,12,1,0,1
211146,28,TruePositive,2024-06-05 16:30:32+00:00,2024-06-05 16:30:32+00:00,1,9,1,InitialAccess,T1566,1,28,19,6,1,1,1,1,1,360606,138268,289573,153085,102615,242,Unknown,5,,NoThreatsFound,0,16,2,0,1
211149,28,TruePositive,2024-06-05 18:20:10+00:00,2024-06-13 17:20:56+00:00,3,9,3,DefenseEvasion,T1078;T1078.004,3,33,22,5,1,1,1,1,1,360606,138268,289573,153085,16057,242,Unknown,5,,Unknown,11460,18,2,0,1
211165,28,TruePositive,2024-06-05 16:05:48+00:00,2024-06-05 16:05:48+00:00,1,9,1,InitialAccess,T1566,1,6,5,6,1,1,1,1,1,360606,138268,289573,153085,44062,242,Unknown,5,,NoThreatsFound,0,16,2,0,1
211212,28,TruePositive,2024-06-06 18:28:30+00:00,2024-06-06 18:28:30+00:00,1,9,1,InitialAccess,T1566.001,1,10,8,5,1,1,1,1,1,360606,138268,289573,153085,96927,242,Unknown,5,,NoThreatsFound,0,18,3,0,1
211239,28,TruePositive,2024-06-07 19:48:37+00:00,2024-06-07 19:48:37+00:00,1,9,1,InitialAccess,T1566.001,1,10,8,5,1,1,1,1,1,360606,138268,289573,153085,135690,242,Unknown,5,,NoThreatsFound,0,19,4,0,0
211369,1229,FalsePositive,2024-06-02 15:28:11+00:00,2024-06-14 20:35:28+00:00,3,9,2,InitialAccess,T1078;T1078.004|T1568;T1008,3,0,0,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,17587,15,6,1,1
211557,289,BenignPositive,2024-06-11 09:41:47+00:00,2024-06-11 09:41:47+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,0,9,1,0,1
211587,13,BenignPositive,2024-06-03 12:30:17+00:00,2024-06-03 12:30:17+00:00,1,9,1,Exfiltration,,1,86,585,4,1,1,1,1,1,360606,138268,289573,153085,524,242,Unknown,5,,Unknown,0,12,0,0,1
211684,13,BenignPositive,2024-06-07 10:07:04+00:00,2024-06-07 10:29:11+00:00,2,9,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,22,10,4,0,1
211721,13,BenignPositive,2024-06-03 11:43:49+00:00,2024-06-10 13:50:21+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,8515,453297,242,Suspicious,5,,Suspicious,10206,11,0,0,1
211726,8,TruePositive,2024-06-03 15:50:55+00:00,2024-06-10 12:38:29+00:00,2,9,2,SuspiciousActivity,,2,3,4,7,1,1,1,1,1,164724,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,9887,15,0,0,1
211753,13,BenignPositive,2024-06-04 01:57:31+00:00,2024-06-10 20:51:02+00:00,2,9,2,SuspiciousActivity,,2,3,4,6,1,1,1,1,1,360606,21262,3618,153085,453297,242,Suspicious,5,,Suspicious,9773,1,1,0,0
211774,8,TruePositive,2024-06-04 13:18:58+00:00,2024-06-04 13:18:58+00:00,1,1,1,SuspiciousActivity,,1,402,282,1,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,13,1,0,1
211775,195,FalsePositive,2024-06-04 19:09:33+00:00,2024-06-14 11:21:47+00:00,3,9,2,InitialAccess,T1566,3,4,3,7,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,Phish,Malicious,13932,19,1,0,0
211824,8,TruePositive,2024-06-05 01:02:25+00:00,2024-06-05 01:02:25+00:00,1,5,1,SuspiciousActivity,,1,3,4,5,1,1,1,1,1,360606,138268,289573,153085,212,242,Suspicious,5,,Suspicious,0,1,2,0,0
211826,8,TruePositive,2024-06-04 20:08:09+00:00,2024-06-04 20:08:09+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,10,1,153085,453297,242,Suspicious,5,,Suspicious,0,20,1,0,0
211830,8,TruePositive,2024-06-05 16:32:31+00:00,2024-06-05 16:32:31+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,46307,242,Suspicious,5,,Suspicious,0,16,2,0,1
211838,13,BenignPositive,2024-06-11 19:41:06+00:00,2024-06-11 19:41:06+00:00,1,4,1,Exfiltration,,1,86,10307,4,1,1,1,1,1,360606,138268,289573,548,453297,242,Unknown,5,,Unknown,0,19,1,0,0
211844,13,BenignPositive,2024-06-05 19:32:13+00:00,2024-06-11 17:55:17+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,1113,453297,242,Suspicious,5,,Suspicious,8543,19,2,0,0
211922,8,TruePositive,2024-06-06 20:20:42+00:00,2024-06-06 20:20:42+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,2,1,153085,453297,242,Suspicious,5,,Suspicious,0,20,3,0,0
211941,8,TruePositive,2024-06-07 00:45:23+00:00,2024-06-12 15:54:02+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,8108,0,4,0,0
211943,13,BenignPositive,2024-06-06 17:26:37+00:00,2024-06-12 17:04:23+00:00,2,9,2,SuspiciousActivity,,2,3,4,6,1,1,1,1,1,360606,15290,3618,153085,453297,242,Suspicious,5,,Suspicious,8617,17,3,0,1
211948,8,TruePositive,2024-06-07 01:56:46+00:00,2024-06-13 00:52:55+00:00,2,9,2,SuspiciousActivity,,2,3,4,6,1,1,1,1,1,10933,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,8576,1,4,0,0
211951,13,BenignPositive,2024-06-12 23:35:50+00:00,2024-06-12 23:35:50+00:00,1,4,1,Exfiltration,,1,555,82047,3,1,1,1,1,1,360606,138268,289573,153085,38173,242,Unknown,5,,Unknown,0,23,2,0,0
212108,8,TruePositive,2024-06-12 16:38:09+00:00,2024-06-12 16:38:09+00:00,1,3,1,InitialAccess,T1078;T1078.004,1,0,0,3,1,1,1,1,1,214,138268,289573,153085,453297,27,Unknown,5,,Unknown,0,16,2,0,1
212233,6,BenignPositive,2024-06-13 16:37:04+00:00,2024-06-13 16:37:04+00:00,1,4,1,CommandAndControl,,1,2,2,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,0,16,3,0,1
212247,315,BenignPositive,2024-06-15 17:10:46+00:00,2024-06-15 23:10:27+00:00,2,9,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,359,17,5,1,1
212491,821,TruePositive,2024-06-03 17:02:41+00:00,2024-06-04 19:16:35+00:00,3,9,2,InitialAccess,T1078;T1078.004|T1566,3,73,54,5,1,1,1,1,1,287604,138268,289573,153085,453297,10,Unknown,5,,Unknown,1573,17,0,0,1
212538,678,FalsePositive,2024-06-03 09:19:07+00:00,2024-06-07 02:53:01+00:00,2,6,2,Execution,T1566,2,6,5,5,1,1,1,1,1,360606,138268,289573,153085,79472,242,Unknown,5,,Unknown,5373,9,0,0,1
212651,482,FalsePositive,2024-06-11 18:14:32+00:00,2024-06-14 16:34:48+00:00,3,9,2,InitialAccess,T1566,2,1933,4611,6,1,1,1,1,1,98794,138268,289573,153085,453297,242,Unknown,5,,Unknown,4220,18,1,0,1
212710,54,BenignPositive,2024-06-04 13:27:15+00:00,2024-06-04 13:27:15+00:00,1,9,1,Exfiltration,,1,167,39117,2,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,13,1,0,1
212833,54,BenignPositive,2024-06-12 14:05:42+00:00,2024-06-12 14:05:42+00:00,1,9,1,Exfiltration,,1,156,25011,2,1,1,1,1,1,360606,138268,289573,153085,211704,242,Unknown,5,,Unknown,0,14,2,0,1
212864,890,FalsePositive,2024-06-03 21:47:10+00:00,2024-06-04 14:11:25+00:00,2,6,1,InitialAccess,T1566,2,33,22,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,984,21,0,0,0
212915,272,FalsePositive,2024-05-23 07:23:06+00:00,2024-05-23 07:23:06+00:00,1,6,1,InitialAccess,T1078,1,2262,205,2,1,1,1,1,1,335970,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,7,3,0,0
212963,56,TruePositive,2024-06-05 16:32:28+00:00,2024-06-05 16:32:28+00:00,1,9,1,InitialAccess,T1566,1,13,11,5,1,1,1,1,1,24079,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,0,16,2,0,1
212986,56,BenignPositive,2024-06-09 08:56:23+00:00,2024-06-09 10:54:50+00:00,2,9,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,118,8,6,1,1
213085,161,BenignPositive,2024-06-05 20:51:47+00:00,2024-06-06 15:10:41+00:00,2,9,2,InitialAccess,T1566|T1557;T1110;T1212;T1539,2,11,9,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Malicious,1098,20,2,0,0
213110,2313,FalsePositive,2024-06-12 06:03:01+00:00,2024-06-12 06:03:01+00:00,1,4,1,Impact,T1485,1,573,646,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,6,2,0,0
213121,199,TruePositive,2024-06-14 06:26:34+00:00,2024-06-14 06:26:34+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,0,6,4,0,0
213269,402,FalsePositive,2024-06-06 17:48:43+00:00,2024-06-14 23:58:54+00:00,3,9,3,InitialAccess,,3,4,3,6,1,1,1,1,1,360606,138268,289573,153085,188372,242,Unknown,5,,Unknown,11890,17,3,0,1
213290,396,TruePositive,2024-06-12 09:46:16+00:00,2024-06-12 09:46:16+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,360606,138268,289573,153085,60486,242,Unknown,5,,NoThreatsFound,0,9,2,0,1
213322,396,TruePositive,2024-06-12 15:17:59+00:00,2024-06-12 15:17:59+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,0,15,2,0,1
213338,109,BenignPositive,2024-06-12 23:27:11+00:00,2024-06-12 23:27:11+00:00,1,3,1,Exfiltration,,1,75,2089,3,1,1,1,1,1,360606,138268,289573,153085,62,242,Unknown,5,,Unknown,0,23,2,0,0
213359,109,BenignPositive,2024-06-04 19:34:36+00:00,2024-06-14 16:14:09+00:00,2,9,2,InitialAccess,T1078;T1078.004,2,73,54,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,14199,19,1,0,0
213390,908,FalsePositive,2024-06-06 16:10:07+00:00,2024-06-11 12:31:49+00:00,2,9,2,InitialAccess,,2,883,2883,6,1,1,1,1,1,360606,76975,130449,153085,453297,242,Unknown,5,,Unknown,6981,16,3,0,1
213428,51,BenignPositive,2024-06-03 09:38:04+00:00,2024-06-03 09:38:04+00:00,1,5,1,Execution,T1559;T1106;T1059.005,1,39,26,4,1,1,1,1,1,360606,138268,289573,153085,6220,242,Unknown,5,,Unknown,0,9,0,0,1
213443,223,BenignPositive,2024-06-04 19:58:13+00:00,2024-06-07 16:29:10+00:00,2,9,2,Execution,T1559;T1106;T1059.005,2,39,26,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,4110,19,1,0,0
213446,1925,FalsePositive,2024-06-03 18:13:57+00:00,2024-06-03 18:13:57+00:00,1,4,1,InitialAccess,,1,19,15,4,1,1,1,1,1,13726,138268,289573,153085,453297,0,Unknown,5,,Unknown,0,18,0,0,1
213474,51,BenignPositive,2024-06-07 08:39:10+00:00,2024-06-07 08:39:10+00:00,1,5,1,Execution,T1559;T1106;T1059.005,1,39,26,4,1,1,1,1,1,360606,138268,289573,153085,16144,242,Unknown,5,,Unknown,0,8,4,0,1
213482,398,TruePositive,2024-06-10 20:24:39+00:00,2024-06-10 20:24:39+00:00,1,4,1,InitialAccess,T1566,1,789,1079,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,20,0,0,0
213530,592,BenignPositive,2024-06-07 01:06:02+00:00,2024-06-11 02:08:11+00:00,2,9,2,Execution,T1559;T1106;T1059.005,2,39,26,5,1,1,1,1,1,360606,138268,289573,153085,23948,242,Unknown,5,,Unknown,5822,1,4,0,0
213679,1169,FalsePositive,2024-06-03 12:20:27+00:00,2024-06-14 06:48:36+00:00,2,9,2,Execution,T1078;T1078.004|T1559;T1106;T1059.005,2,39,26,7,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,15508,12,0,0,1
213685,51,BenignPositive,2024-06-14 06:30:06+00:00,2024-06-14 06:30:06+00:00,1,5,1,Execution,T1559;T1106;T1059.005,1,39,26,4,1,1,1,1,1,360606,4,3,153085,453297,242,Unknown,5,,Unknown,0,6,4,0,0
213686,1180,FalsePositive,2024-06-13 03:46:44+00:00,2024-06-13 03:46:44+00:00,1,4,1,InitialAccess,T1078;T1078.004,1,0,0,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,0,3,3,0,0
213740,158,FalsePositive,2024-06-06 09:38:34+00:00,2024-06-07 17:59:17+00:00,2,9,2,Exfiltration,,2,352,31565,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,1940,9,3,0,1
213790,267,FalsePositive,2024-06-10 04:34:04+00:00,2024-06-10 04:34:04+00:00,1,5,1,Malware,,1,1086,1930,4,1,1,1,1,1,360606,138268,8911,153085,453297,242,Unknown,5,,Unknown,0,4,0,0,0
213806,267,FalsePositive,2024-06-12 05:21:23+00:00,2024-06-12 05:21:23+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,26298,138268,289573,153085,453297,242,Unknown,5,,NoThreatsFound,0,5,2,0,0
213870,757,TruePositive,2024-06-13 12:14:07+00:00,2024-06-13 12:14:07+00:00,1,9,1,InitialAccess,T1566,1,6,5,5,1,1,1,1,1,360606,138268,289573,153085,20048,242,Unknown,5,,NoThreatsFound,0,12,3,0,1
213873,346,BenignPositive,2024-06-09 11:26:41+00:00,2024-06-09 15:53:00+00:00,3,9,1,Execution,,1,9,3032,3,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,266,11,6,1,1
213901,346,BenignPositive,2024-06-07 04:18:00+00:00,2024-06-14 00:52:46+00:00,3,9,3,Execution,T1204;T0863|T1554,3,33,22,5,1,1,1,1,1,360606,138268,155384,153085,453297,242,Unknown,5,,Unknown,9874,4,4,0,0
213984,34,BenignPositive,2024-06-03 23:48:57+00:00,2024-06-03 23:48:57+00:00,1,5,1,SuspiciousActivity,,1,3,4,5,1,1,1,1,1,360606,138268,289573,153085,182896,242,Suspicious,5,,Suspicious,0,23,0,0,0
214033,153,BenignPositive,2024-06-03 18:56:03+00:00,2024-06-03 18:56:03+00:00,1,6,1,SuspiciousActivity,,1,3,4,5,1,1,1,1,1,360606,138268,289573,153085,88063,242,Suspicious,5,,Suspicious,0,18,0,0,1
214123,34,BenignPositive,2024-06-05 17:32:56+00:00,2024-06-05 17:32:56+00:00,1,9,1,SuspiciousActivity,,1,3,4,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,0,17,2,0,1
214129,34,BenignPositive,2024-06-05 11:12:10+00:00,2024-06-05 11:12:10+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,68500,453297,242,Suspicious,0,,Suspicious,0,11,2,0,1
214162,18,FalsePositive,2024-06-06 11:35:20+00:00,2024-06-06 11:35:20+00:00,1,4,1,Exfiltration,,1,136,48798,4,1,1,1,1,1,360606,138268,122433,153085,453297,242,Unknown,5,,Unknown,0,11,3,0,1
214213,477,FalsePositive,2024-06-05 13:36:34+00:00,2024-06-06 19:10:37+00:00,2,8,2,SuspiciousActivity,,2,3,4,6,1,1,1,1,1,360606,138268,289573,153085,399167,242,Suspicious,5,,Suspicious,1774,13,2,0,1
214229,34,BenignPositive,2024-06-06 11:06:54+00:00,2024-06-06 22:44:51+00:00,2,9,2,SuspiciousActivity,,2,3,4,7,1,1,1,1,1,14896,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,697,11,3,0,1
214246,18,FalsePositive,2024-06-06 08:51:46+00:00,2024-06-06 08:51:46+00:00,1,3,1,Execution,,1,9,32,3,1,1,1,1,1,360606,71305,90615,153085,453297,242,Unknown,5,,Unknown,0,8,3,0,1
214258,34,BenignPositive,2024-06-06 16:21:18+00:00,2024-06-07 16:29:18+00:00,2,9,2,SuspiciousActivity,,2,3,4,7,1,1,1,1,1,199979,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,1448,16,3,0,1
214394,34,BenignPositive,2024-06-08 14:36:44+00:00,2024-06-08 14:36:44+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,0,14,5,1,1
214407,18,FalsePositive,2024-06-06 07:35:08+00:00,2024-06-06 17:15:34+00:00,2,4,1,Execution,,1,9,47,2,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,580,7,3,0,0
214422,34,BenignPositive,2024-06-08 20:58:07+00:00,2024-06-08 20:58:07+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,0,20,5,1,0
214428,34,BenignPositive,2024-06-06 08:51:29+00:00,2024-06-08 19:04:43+00:00,3,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,3493,8,3,0,1
214435,34,BenignPositive,2024-06-06 14:08:51+00:00,2024-06-09 01:12:03+00:00,3,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,3543,14,3,0,1
214459,34,BenignPositive,2024-06-06 11:47:06+00:00,2024-06-08 23:54:15+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,3607,11,3,0,1
214481,34,BenignPositive,2024-06-09 23:36:40+00:00,2024-06-09 23:36:40+00:00,1,9,1,SuspiciousActivity,,1,3,4,5,1,1,1,1,1,360606,138268,289573,32226,453297,242,Suspicious,5,,Suspicious,0,23,6,1,0
214524,34,BenignPositive,2024-06-11 21:11:45+00:00,2024-06-11 21:11:45+00:00,1,5,1,CommandAndControl,,1,2,2,4,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,0,21,1,0,0
214552,18,FalsePositive,2024-06-07 00:41:59+00:00,2024-06-07 07:00:45+00:00,2,4,1,Execution,,1,9,32,2,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,378,0,4,0,0
214619,18,FalsePositive,2024-06-07 02:47:25+00:00,2024-06-12 18:59:34+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,381,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,8172,2,4,0,0
214658,18,FalsePositive,2024-06-07 01:01:07+00:00,2024-06-13 12:54:06+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,153085,11647,242,Suspicious,5,,Suspicious,9352,1,4,0,0
214707,95,FalsePositive,2024-06-03 15:46:55+00:00,2024-06-11 13:18:02+00:00,2,9,2,CommandAndControl,T1078;T1078.004,2,2,2,7,1,1,1,1,1,360606,138268,289573,153085,40346,242,Suspicious,5,,Suspicious,11371,15,0,0,1
214740,34,BenignPositive,2024-06-07 00:27:58+00:00,2024-06-14 13:08:43+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Suspicious,5,,Suspicious,10840,0,4,0,0
214766,18,FalsePositive,2024-06-07 10:39:24+00:00,2024-06-14 13:33:34+00:00,2,9,2,CommandAndControl,,2,2,2,6,1,1,1,1,1,360606,138268,56751,153085,453297,242,Suspicious,5,,Suspicious,10254,10,4,0,1
214879,184,FalsePositive,2024-06-04 22:45:36+00:00,2024-06-08 11:43:07+00:00,3,9,2,InitialAccess,,3,4,3,5,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,5097,22,1,0,0
214906,95,TruePositive,2024-06-09 11:38:32+00:00,2024-06-12 11:50:55+00:00,3,9,2,InitialAccess,T1110,2,25,17,4,1,1,1,1,1,360606,138268,289573,153085,156,242,Unknown,5,,Unknown,4332,11,6,1,1
214908,184,FalsePositive,2024-06-03 16:33:08+00:00,2024-06-12 19:04:53+00:00,3,9,1,InitialAccess,T1566|T1078;T1078.004,3,0,0,6,1,1,1,1,1,360606,138268,289573,153085,453297,242,Unknown,5,,Unknown,13111,16,0,0,1
